ID	Directory	CreatedAt	UpdatedAt	Title	Creator	WordsCount	UniqueWordsCount	A1Words	A2Words	B1Words	B2Words	C1Words	C2Words	A1Readability	A2Readability	B1Readability	B2Readability	C1Readability	C2Readability
fbcbfbad	h-g-wells/the-time-machine	2022-10-04	2022-10-04	The Time Machine	H. G. Wells	16155	3412	433	385	561	709	677	430	54	66	78	88	95	99
7f6067f8	h-g-wells/the-war-of-the-worlds	2022-10-04	2022-10-04	The War Of The Worlds	H. G. Wells	13806	1667	436	329	353	284	159	81	65	80	89	95	99	100
7567f5d6	h-g-wells/the-wonderful-visit	2022-10-04	2022-10-04	The Wonderful Visit	H. G. Wells	19492	3747	462	391	613	754	710	581	55	66	78	88	94	99
e8cedb04	h-g-wells/the-world-set-free	2022-10-04	2022-10-04	The World Set Free	H. G. Wells	33148	6001	461	471	824	1180	1324	1112	48	59	72	83	93	98
f8fae599	h-g-wells/time-machine	2022-10-04	2022-10-04	Time Machine	H. G. Wells	10456	1297	403	278	257	183	101	52	69	83	93	97	99	100
575d64f5	h-g-wells/tono-bungay	2022-10-04	2022-10-04	Tono-Bungay	H. G. Wells	66259	8248	468	486	898	1505	1912	1845	54	66	76	86	93	98
2990c14f	h-p-lovecraft/short-fiction	2022-10-04	2022-10-04	Short Fiction	H. P. Lovecraft	69226	8634	469	482	919	1468	1979	1957	45	57	70	81	91	97
1252c1fa	h-rider-haggard/allan-quatermain	2022-10-04	2022-10-04	Allan Quatermain	H. Rider Haggard	51155	5533	468	480	872	1291	1277	827	57	70	82	91	97	100
7c41338e	h-rider-haggard/king-solomon-s-mines	2022-10-04	2022-10-04	King Solomon’s Mines	H. Rider Haggard	39838	4654	465	466	800	1101	990	577	59	72	83	92	97	99
bd11462a	h-rider-haggard/she	2022-10-04	2022-10-04	She	H. Rider Haggard	52326	5464	468	465	845	1235	1205	884	57	70	82	90	96	99
71aeacf3	hans-christian-andersen/five-famous-fairy-tales	2022-10-04	2022-10-04	Five Famous Fairy Tales	Hans Christian Andersen	4919	435	255	89	53	29	4	4	75	89	95	99	100	100
16b691f3	harold-frederic/the-damnation-of-theron-ware	2022-10-04	2022-10-04	The Damnation of Theron Ware	Harold Frederic	57723	7248	467	475	884	1410	1727	1575	55	66	77	87	94	99
f7f7cd15	harper-lee/to-kill-a-mockingbird	2022-10-04	2022-10-04	To kill a Mockingbird	Harper Lee	23840	2668	451	362	496	579	392	242	62	73	80	88	95	99
74a90761	harriet-beecher-stowe/uncle-tom-s-cabin	2022-10-04	2022-10-04	Uncle Tom’s Cabin	Harriet Beecher Stowe	87613	7229	468	487	914	1516	1816	1465	60	71	81	90	96	100
58a4879b	harriet-e-wilson/our-nig	2022-10-04	2022-10-04	Our Nig	Harriet E. Wilson	12210	2890	445	373	545	597	533	320	55	67	81	90	96	100
9bd76b1e	harris-william/dangerous-game	2022-10-04	2022-10-04	Dangerous Game	Harris William	8217	610	323	139	80	44	19	3	74	87	95	97	100	100
61ac5cf5	helen-keller/the-story-of-my-life	2022-10-04	2022-10-04	The Story of My Life	Helen Keller	65486	6085	470	482	884	1311	1395	1074	58	70	80	90	96	99
f3aa98b6	helen-parker/amazing-women	2022-10-04	2022-10-04	Amazing Women	Helen Parker	3435	652	261	105	104	90	43	29	58	71	83	92	96	98
9d6676b7	henrik-ibsen/a-doll-s-house	2022-10-04	2022-10-04	A Doll’s House	Henrik Ibsen	10867	1731	427	299	349	328	177	114	71	81	90	96	98	100
5a89f413	henrik-ibsen/ghosts	2022-10-04	2022-10-04	Ghosts	Henrik Ibsen	11311	2230	443	326	454	414	301	218	65	74	82	88	95	100
6d42efb9	henrik-ibsen/hedda-gabler	2022-10-04	2022-10-04	Hedda Gabler	Henrik Ibsen	12820	2268	440	345	427	455	334	190	67	79	86	93	97	100
2ac4d8bc	henry-adams/democracy	2022-10-04	2022-10-04	Democracy	Henry Adams	33326	4865	465	468	815	1087	1043	718	55	67	79	89	96	99
5084795b	henry-david-thoreau/a-week-on-the-concord-and-merrimack-rivers	2022-10-04	2022-10-04	A Week on the Concord and Merrimack Rivers	Henry David Thoreau	56758	7479	467	475	884	1452	1743	1595	47	59	73	85	93	98
a9a39bc2	henry-david-thoreau/essays	2022-10-04	2022-10-04	Essays	Henry David Thoreau	114283	10149	469	490	958	1693	2477	2443	48	61	74	85	94	98
13af05d9	henry-david-thoreau/walden	2022-10-04	2022-10-04	Walden	Henry David Thoreau	51931	6887	467	476	879	1355	1569	1369	49	61	74	86	94	99
6a73c18f	henry-fielding/the-history-of-tom-jones-a-foundling	2022-10-04	2022-10-04	The History of Tom Jones, a Foundling	Henry Fielding	160748	7503	470	486	898	1455	1797	1672	56	68	82	92	97	100
f656ebab	henry-fielding/tom-jones	2022-10-04	2022-10-04	Tom Jones	Henry Fielding	12293	1440	439	315	327	233	86	32	67	83	91	97	100	100
5eda3417	henry-george/progress-and-poverty	2022-10-04	2022-10-04	Progress and Poverty	Henry George	86409	6759	466	456	828	1249	1512	1445	42	54	72	86	94	99
a3d4d82f	henry-james/the-ambassadors	2022-10-04	2022-10-04	The Ambassadors	Henry James	71835	5971	463	459	820	1188	1329	1134	62	73	83	91	96	99
9e6f95b	henry-james/the-golden-bowl	2022-10-04	2022-10-04	The Golden Bowl	Henry James	91587	6741	465	471	861	1321	1516	1399	61	72	82	91	96	99
97a136db	henry-james/the-turn-of-the-screw	2022-10-04	2022-10-04	The Turn of the Screw	Henry James	18757	3236	447	398	595	689	597	388	62	74	84	92	97	100
581f95ca	henry-james/the-wings-of-the-dove	2022-10-04	2022-10-04	The Wings of the Dove	Henry James	83924	6300	464	458	838	1284	1374	1231	62	74	84	92	97	99
a2735965	henry-lawson/while-the-billy-boils	2022-10-04	2022-10-04	While the Billy Boils	Henry Lawson	41465	4746	465	455	747	983	1017	696	58	69	79	88	95	99
6afb6d40	henryk-sienkiewicz/pan-michael	2022-10-04	2022-10-04	Pan Michael	Henryk Sienkiewicz	93920	5686	467	471	835	1278	1325	959	55	69	81	90	97	100
7e31f95a	henryk-sienkiewicz/quo-vadis	2022-10-04	2022-10-04	Quo Vadis	Henryk Sienkiewicz	95655	5827	457	456	830	1244	1333	1021	55	68	81	89	96	99
b5f7f3bb	henryk-sienkiewicz/the-deluge	2022-10-04	2022-10-04	The Deluge	Henryk Sienkiewicz	220081	7580	470	480	902	1507	1894	1619	56	69	81	91	97	100
cff1d394	henryk-sienkiewicz/with-fire-and-sword	2022-10-04	2022-10-04	With Fire and Sword	Henryk Sienkiewicz	136259	6594	468	475	878	1412	1660	1224	55	69	81	91	97	100
e99e5a0e	herdon-tim/the-bird-of-happiness-and-other-wise-tales	2022-10-04	2022-10-04	The Bird of Happiness and Other Wise Tales	Herdon Tim	4258	577	300	112	70	64	18	10	74	87	94	98	99	100
1667e895	herman-melville/moby-dick	2022-10-04	2022-10-04	Moby Dick	Herman Melville	5438	1096	367	190	200	184	88	44	60	71	81	91	96	99
198e16cb	herman-melville/short-fiction	2022-10-04	2022-10-04	Short Fiction	Herman Melville	69354	9052	469	488	922	1599	2174	2110	48	59	71	83	92	98
6095e920	hermann-hesse/siddhartha	2022-10-04	2022-10-04	Siddhartha	Hermann Hesse	18421	2446	435	343	454	482	398	223	62	73	82	89	96	99
56a35901	herminie-templeton-kavanagh/darby-o-gill-and-the-good-people	2022-10-04	2022-10-04	Darby O’Gill and the Good People	Herminie Templeton Kavanagh	23569	2760	432	346	475	577	447	298	62	73	82	89	94	98
29771282	hilaire-belloc/the-servile-state	2022-10-04	2022-10-04	The Servile State	Hilaire Belloc	19913	2919	396	293	515	594	512	395	42	55	71	83	93	98
d707c8ea	homer/the-iliad	2022-10-04	2022-10-04	The Iliad	Homer	80442	4713	441	396	653	993	1025	832	46	57	72	86	95	99
c70f81cd	homer/the-odyssey	2022-10-04	2022-10-04	The Odyssey	Homer	60112	4317	446	392	638	910	931	705	51	62	75	88	95	99
3ec3a621	honor-de-balzac/father-goriot	2022-10-04	2022-10-04	Father Goriot	Honoré de Balzac	47697	5866	469	471	865	1288	1333	1027	59	70	81	90	96	99
1cdfbd03	hope-mirrlees/lud-in-the-mist	2022-10-04	2022-10-04	Lud-in-the-Mist	Hope Mirrlees	42887	5645	462	455	799	1151	1256	1071	54	65	75	85	93	98
ddcae835	hopkins-andy/oxford	2022-10-04	2022-10-04	Oxford	Hopkins Andy	1745	493	199	85	69	53	45	27	55	68	80	92	97	99
cd2d5	horace-walpole/the-castle-of-otranto	2022-10-04	2022-10-04	The Castle of Otranto	Horace Walpole	16756	3060	434	361	565	660	576	374	49	62	77	88	97	100
c0e004e4	howard-robert/conan-the-barbarian-red-nails	2022-10-04	2022-10-04	Conan the Barbarian: Red Nails	Howard Robert	5750	858	346	178	130	112	54	21	65	81	89	96	98	100
8700cf42	hugh-lofting/the-voyages-of-doctor-dolittle	2022-10-04	2022-10-04	The Voyages of Doctor Dolittle	Hugh Lofting	35822	3643	464	422	647	807	667	418	64	76	85	92	97	99
a37b79c5	hugh-walpole/the-dark-forest	2022-10-04	2022-10-04	The Dark Forest	Hugh Walpole	43518	4450	464	467	769	1034	900	606	61	74	85	93	98	100
d80f60b1	hugh-walpole/the-secret-city	2022-10-04	2022-10-04	The Secret City	Hugh Walpole	57516	5271	468	476	838	1168	1131	861	62	74	84	92	97	100
acdf7202	hunter-s-thompson/fear-and-loathing-in-las-vegas	2022-10-04	2022-10-04	Fear and Loathing in Las Vegas	Hunter S. Thompson	14521	2026	418	289	370	347	280	176	58	69	80	87	94	98
e2b257ca	ian-rankin/being-frank	2022-10-04	2022-10-04	Being Frank	Ian Rankin	2023	775	286	121	110	99	78	48	60	70	81	87	93	98
74f50cdf	ian-rankin/playback	2022-10-04	2022-10-04	Playback	Ian Rankin	3284	1140	334	161	198	161	133	95	52	63	76	83	89	98
aedd52f	ira-levin/a-kiss-before-dying	2022-10-04	2022-10-04	A Kiss Before Dying	Ira Levin	8659	960	368	173	150	123	76	36	67	77	85	90	96	97
581221a9	irene-trimble/at-the-world-s-end	2022-10-04	2022-10-04	At the World's End	Irene Trimble	6603	698	324	148	93	66	37	22	60	72	86	93	96	100
409b2a85	irene-trimble/pirates-of-the-caribbean-dead-man-s-chest-trimble	2022-10-04	2022-10-04	Pirates of the Caribbean - Dead Man's Chest - Trimble	Irene Trimble	6386	716	340	146	116	58	30	19	61	73	90	95	97	100
7afae220	irene-trimble/the-curse-of-the-black-pearl	2022-10-04	2022-10-04	The Curse of the Black Pearl	Irene Trimble	3515	389	224	66	55	23	9	4	65	75	90	95	97	99
5a8c09c6	ivan-bunin/short-fiction	2022-10-04	2022-10-04	Short Fiction	Ivan Bunin	47971	6272	466	476	830	1248	1431	1194	55	67	77	87	94	98
5d7c205c	ivan-turgenev/fathers-and-children	2022-10-04	2022-10-04	Fathers and Children	Ivan Turgenev	34281	4896	464	454	810	1121	1053	710	59	71	82	91	96	99
8bc0eabe	j-m-barrie/peter-and-wendy	2022-10-04	2022-10-04	Peter and Wendy	J. M. Barrie	22145	3359	458	408	604	667	629	418	60	73	82	90	96	99
e65ee8c6	j-m-barrie/peter-pan	2022-10-04	2022-10-04	Peter Pan	J. M. Barrie	1708	401	210	81	44	34	16	13	62	80	86	94	98	100
fcb30b80	j-m-barrie/the-little-white-bird	2022-10-04	2022-10-04	The Little White Bird	J. M. Barrie	29876	4325	467	437	706	915	892	637	61	72	81	90	96	99
70c77751	j-m-synge/the-playboy-of-the-western-world	2022-10-04	2022-10-04	The Playboy of the Western World	J. M. Synge	9199	1932	399	253	332	334	316	192	57	67	80	87	93	99
586a9a57	j-r-r-tolkien/hobbit-or-there-and-back-again	2022-10-04	2022-10-04	Hobbit or There and Back Again	J. R. R. Tolkien	29291	3143	444	404	583	710	602	286	60	74	84	93	99	100
d9cb9fd5	j-s-fletcher/scarhaven-keep	2022-10-04	2022-10-04	Scarhaven Keep	J. S. Fletcher	34437	3947	463	428	689	864	734	567	63	75	84	92	97	100
a02a8f9b	j-s-fletcher/the-charing-cross-mystery	2022-10-04	2022-10-04	The Charing Cross Mystery	J. S. Fletcher	33919	3490	458	410	638	732	664	415	64	76	86	93	98	100
356914b1	j-s-fletcher/the-middle-temple-murder	2022-10-04	2022-10-04	The Middle Temple Murder	J. S. Fletcher	34575	3826	463	433	684	839	721	502	63	75	84	91	97	100
e635b8de	j-sheridan-le-fanu/in-a-glass-darkly	2022-10-04	2022-10-04	In a Glass Darkly	J. Sheridan Le Fanu	53772	6249	468	485	887	1341	1524	1125	55	68	80	90	96	99
2d7bc0ee	j-sheridan-le-fanu/uncle-silas	2022-10-04	2022-10-04	Uncle Silas	J. Sheridan Le Fanu	76368	7146	467	489	895	1444	1749	1501	57	71	81	89	95	99
bf2f689f	j-w-von-goethe/the-sorrows-of-young-werther	2022-10-04	2022-10-04	The Sorrows of Young Werther	J. W. von Goethe	19798	3500	462	428	674	816	665	372	54	68	81	92	98	100
88745237	jack-cope/ekaterina	2022-10-04	2022-10-04	Ekaterina	Jack Cope	1483	568	290	108	65	58	25	15	68	82	88	95	98	100
39068844	jack-london/lost-face	2022-10-04	2022-10-04	Lost Face	Jack London	19745	3469	453	410	619	707	652	438	54	67	78	88	95	99
7aa97da6	jack-london/martin-eden	2022-10-04	2022-10-04	Martin Eden	Jack London	65482	7381	467	480	885	1413	1708	1539	53	64	76	86	94	98
b129ce91	jack-london/the-call-of-the-wild	2022-10-04	2022-10-04	The Call of the Wild	Jack London	16322	3326	443	383	538	656	673	438	49	62	73	86	94	98
82d2940b	jack-london/the-iron-heel	2022-10-04	2022-10-04	The Iron Heel	Jack London	42033	5929	465	462	830	1187	1312	1098	49	60	74	85	93	98
a4e0e2ed	jack-london/the-law-of-life	2022-10-04	2022-10-04	The Law of Life	Jack London	741	316	181	53	43	22	7	9	67	80	91	96	97	100
d82983d0	jack-london/the-sea-wolf	2022-10-04	2022-10-04	The Sea-Wolf	Jack London	49989	5990	459	458	826	1168	1376	1113	52	64	77	87	94	98
d3579365	jack-london/the-son-of-the-wolf	2022-10-04	2022-10-04	The Son of the Wolf	Jack London	24167	4418	463	436	686	893	897	694	54	65	76	86	93	98
cdeeea50	jack-london/when-god-laughs	2022-10-04	2022-10-04	When God Laughs	Jack London	24480	4432	458	445	710	883	941	671	54	66	77	87	94	99
e7c7eee8	jack-london/white-fang	2022-10-04	2022-10-04	White Fang	Jack London	36318	4424	451	422	677	891	926	733	52	64	76	87	95	99
7cbdbdd8	jack-ritchie/the-absence-of-emily	2022-10-04	2022-10-04	The Absence of Emily	Jack Ritchie	835	381	216	65	58	30	7	3	70	81	91	98	100	100
861359b2	jackee-budesta-batanda/dora-s-turn	2022-10-04	2022-10-04	Dora's Turn	Jackee Budesta Batanda	395	212	146	37	13	11	2	0	73	89	94	99	99	99
2f75e9c7	jackee-budesta-batanda/remember-atita	2022-10-04	2022-10-04	Remember Atita	Jackee Budesta Batanda	1376	460	256	97	46	28	19	6	70	85	91	95	99	100
519c6c17	jacob-grimm/household-tales	2022-10-04	2022-10-04	Household Tales	Jacob Grimm	130590	4741	464	453	774	1078	1027	695	67	78	87	94	98	100
d3e71d77	jacques-futrelle/the-problem-of-cell-13	2022-10-04	2022-10-04	The Problem Of Cell 13	Jacques Futrelle	4092	704	304	119	122	88	47	12	62	73	85	94	99	100
f0e54baf	james-branch-cabell/domnei	2022-10-04	2022-10-04	Domnei	James Branch Cabell	16647	4092	454	402	624	820	811	633	50	62	74	84	92	98
a602c9ea	james-branch-cabell/jurgen	2022-10-04	2022-10-04	Jurgen	James Branch Cabell	42580	6048	468	459	815	1159	1364	1135	55	66	77	87	94	98
117fca52	james-branch-cabell/the-cream-of-the-jest	2022-10-04	2022-10-04	The Cream of the Jest	James Branch Cabell	21846	5094	464	444	720	947	1016	941	50	61	73	83	91	97
360351a3	james-courage/after-the-earthquake	2022-10-04	2022-10-04	After the Earthquake	James Courage	1574	479	272	90	59	31	15	8	72	83	90	96	99	100
78655b5f	james-de-mille/a-strange-manuscript-found-in-a-copper-cylinder	2022-10-04	2022-10-04	A Strange Manuscript Found in a Copper Cylinder	James De Mille	40140	4564	464	440	772	1041	1022	598	56	69	81	91	97	100
7bf28b50	james-fenimore-cooper/the-last-of-the-mohicans	2022-10-04	2022-10-04	The Last of the Mohicans	James Fenimore Cooper	72942	6240	462	467	851	1301	1555	1217	46	60	75	87	94	99
a68ab2f9	james-joyce/a-portrait-of-the-artist-as-a-young-man	2022-10-04	2022-10-04	A Portrait of the Artist as a Young Man	James Joyce	41384	5910	470	461	799	1158	1282	1125	53	64	76	86	94	98
e11caf1	james-joyce/dubliners	2022-10-04	2022-10-04	Dubliners	James Joyce	33203	5039	465	459	783	1074	1095	825	60	71	80	88	95	99
69e7c748	james-joyce/poetry	2022-10-04	2022-10-04	Poetry	James Joyce	1771	804	234	111	126	109	117	67	50	65	76	85	94	98
